,,available_electric_bikes,available_electric_bikes,available_electric_bikes,available_electric_bikes,available_electric_bikes,available_electric_bikes,available_electric_bikes,available_electric_bikes,available_mechanical_bikes,available_mechanical_bikes,available_mechanical_bikes,available_mechanical_bikes,available_mechanical_bikes,available_mechanical_bikes,available_mechanical_bikes,available_mechanical_bikes,available_bikes,available_bikes,available_bikes,available_bikes,available_bikes,available_bikes,available_bikes,available_bikes,available_docks,available_docks,available_docks,available_docks,available_docks,available_docks,available_docks,available_docks,status,status,status,status,status,status,status,status
,,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
station_id,name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21213,Vanne - Général de Gaulle,252.0,2.5396825396825395,2.300704183387095,0.0,1.0,2.0,4.0,9.0,252.0,1.753968253968254,2.5999892979752404,0.0,0.0,1.0,3.0,9.0,252.0,4.2936507936507935,4.54822317273059,0.0,1.0,2.0,5.0,17.0,252.0,20.563492063492063,4.497003928240896,8.0,20.0,22.0,24.0,25.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
21215,Verdier - Jean Jaurès,252.0,2.138888888888889,2.199365073979532,0.0,0.0,1.5,3.0,9.0,252.0,1.5833333333333333,1.6857145268803546,0.0,0.0,1.0,2.0,9.0,252.0,3.7222222222222223,3.187722685326945,0.0,1.0,3.0,5.0,13.0,252.0,29.234126984126984,3.2805028935830562,19.0,28.0,30.0,32.0,33.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
21216,Louis Lejeune - Barbès,252.0,1.8849206349206349,2.27900752356829,0.0,0.0,1.0,2.0,10.0,252.0,0.9246031746031746,1.3619289406983737,0.0,0.0,0.0,2.0,10.0,252.0,2.8095238095238093,2.790748191713177,0.0,1.0,2.0,3.0,11.0,252.0,22.146825396825395,2.796958692857589,14.0,22.0,23.0,24.0,25.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
21217,Louis Rolland - République,252.0,2.261904761904762,1.849641168725697,0.0,1.0,2.0,3.0,11.0,252.0,1.2261904761904763,1.8185708048737654,0.0,0.0,0.5,2.0,10.0,252.0,3.488095238095238,2.7418581288720425,0.0,1.0,3.0,5.0,17.0,252.0,22.305555555555557,2.7983149612578084,9.0,21.0,23.0,24.0,26.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
21218,Gabriel Péri - Place de la Libération,252.0,1.7063492063492063,2.02205946183848,0.0,0.0,1.0,3.0,9.0,252.0,1.1746031746031746,1.3304845301355896,0.0,0.0,1.0,2.0,8.0,252.0,2.880952380952381,2.5439785725911834,0.0,1.0,2.0,4.0,15.0,252.0,14.880952380952381,2.4789380288162586,3.0,14.0,15.0,16.0,18.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
21219,Amaury Duval - Gabriel Péri,252.0,1.7063492063492063,1.7403917694114805,0.0,0.0,1.0,3.0,6.0,252.0,0.7936507936507936,1.0124126862550689,0.0,0.0,0.0,1.0,5.0,252.0,2.5,2.343933425757325,0.0,0.0,2.0,4.0,9.0,252.0,33.05952380952381,2.351660549922188,27.0,31.0,34.0,35.0,36.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
21301,Saint-Vincent - Verdun,252.0,2.634920634920635,2.1686031070500578,0.0,1.0,3.0,4.0,9.0,252.0,9.90079365079365,3.557450988410045,1.0,7.0,10.0,13.0,17.0,252.0,12.535714285714286,3.76959875670714,1.0,10.0,13.0,15.0,20.0,252.0,20.956349206349206,3.78743984279989,13.0,18.0,21.0,23.0,33.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
21302,Aristide Briand - Place de la Résistance,252.0,2.0793650793650795,1.805715470446536,0.0,1.0,2.0,3.0,11.0,252.0,12.337301587301587,6.943232930430363,2.0,7.0,10.0,19.0,27.0,252.0,14.416666666666666,7.149861392242989,3.0,8.0,12.0,22.0,29.0,252.0,11.027777777777779,5.7687182097143435,0.0,6.0,12.0,16.0,21.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
21303,Jean Monnet - Iles,252.0,2.4523809523809526,2.1033350215462194,0.0,1.0,2.0,4.0,8.0,252.0,13.992063492063492,6.729249979514014,1.0,8.0,12.0,21.0,27.0,252.0,16.444444444444443,7.589104745983341,2.0,11.0,15.0,22.25,32.0,252.0,15.087301587301587,7.477477301412883,0.0,9.75,17.0,21.0,30.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
21305,Place Jacques Madaule,252.0,3.2222222222222223,2.366394500183818,0.0,2.0,2.0,4.0,9.0,252.0,13.170634920634921,4.8168291873358875,6.0,9.0,12.0,17.0,23.0,252.0,16.392857142857142,5.58459290011265,7.0,11.75,15.5,22.0,25.0,252.0,7.742063492063492,5.383401569463688,0.0,2.0,8.5,13.0,17.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
21306,Place Lafayette,252.0,10.317460317460318,7.421998950735162,0.0,4.0,9.0,16.0,26.0,252.0,31.444444444444443,11.783610439459254,5.0,24.0,31.0,40.0,52.0,252.0,41.76190476190476,16.35094625302706,6.0,32.0,43.0,59.0,62.0,252.0,17.785714285714285,16.02916025162346,0.0,3.0,14.0,27.0,56.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
21307,Victor Cresson - Telles de la Poterie,252.0,2.7063492063492065,2.3382066895352547,0.0,1.0,2.0,4.0,10.0,252.0,20.884920634920636,4.421814223769771,14.0,16.0,22.0,24.0,29.0,252.0,23.591269841269842,4.229897756975375,14.0,20.0,24.0,27.0,30.0,252.0,6.265873015873016,4.629365177210603,0.0,2.0,6.0,10.0,17.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
21308,Bara - Henri Farman,252.0,9.654761904761905,6.33870180561722,0.0,1.75,11.0,14.25,21.0,252.0,14.003968253968255,7.715818085728557,0.0,9.0,17.0,21.0,24.0,252.0,23.658730158730158,13.315756295147345,0.0,10.75,31.0,35.0,36.0,252.0,12.265873015873016,13.338556058316904,0.0,1.0,5.0,25.0,36.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
21309,Mairie d'Issy,252.0,4.829365079365079,2.938725296481126,0.0,2.0,4.0,7.0,14.0,252.0,30.908730158730158,3.5866623186815585,19.0,29.0,31.0,33.0,39.0,252.0,35.73809523809524,3.208997737136837,26.0,34.0,37.0,38.0,41.0,252.0,4.003968253968254,3.169196884293946,0.0,2.0,3.0,5.0,14.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
21310,Kléber - Gouverneur Général Eboué,252.0,1.9325396825396826,1.3594192200895583,0.0,1.0,2.0,3.0,7.0,252.0,13.869047619047619,4.439356119382123,0.0,12.0,15.0,17.0,20.0,252.0,15.801587301587302,4.689599990195888,1.0,14.0,17.0,19.0,20.0,252.0,4.825396825396825,4.782236995230957,1.0,1.0,3.0,7.0,20.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
21311,Parvis Corentin Celton,252.0,3.1507936507936507,2.343312805721322,0.0,1.0,3.0,4.0,12.0,252.0,45.36507936507937,5.567554234404783,30.0,42.0,47.0,49.0,54.0,252.0,48.51587301587302,5.051502284511443,33.0,47.0,50.0,52.0,55.0,252.0,5.773809523809524,5.201940774379114,0.0,2.0,4.0,8.0,21.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
21312,Lucie Aubrac - Fort,252.0,2.0238095238095237,2.488104882796821,0.0,0.0,1.0,3.0,9.0,252.0,0.4246031746031746,0.6726514708708977,0.0,0.0,0.0,1.0,3.0,252.0,2.4484126984126986,2.9337501428571935,0.0,0.0,1.0,3.0,12.0,252.0,27.46825396825397,3.0130830471773224,18.0,27.0,29.0,30.0,30.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
21313,Guynemer - Séverine,252.0,3.265873015873016,2.4423117093857654,0.0,1.0,3.0,5.0,10.0,252.0,11.837301587301587,7.111611448241139,0.0,5.0,12.0,19.0,24.0,252.0,15.103174603174603,7.055646056610634,2.0,9.0,14.5,22.0,26.0,252.0,10.595238095238095,6.95652815755315,0.0,4.0,11.0,16.0,24.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
21314,Chemin de Bretagne,252.0,3.4642857142857144,2.8119541144809777,0.0,1.0,3.0,5.0,12.0,252.0,16.793650793650794,5.056363526944331,5.0,14.0,16.0,22.0,25.0,252.0,20.25793650793651,5.671707278599631,7.0,17.0,20.0,26.0,29.0,252.0,7.869047619047619,5.458528387494742,0.0,2.0,8.0,11.0,21.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
21315,Jules Guesdes - Général de Gaulle,252.0,2.7857142857142856,2.670801669813088,0.0,1.0,2.0,4.0,13.0,252.0,0.9166666666666666,1.1762083724655965,0.0,0.0,1.0,1.0,6.0,252.0,3.7023809523809526,3.2263102724039125,0.0,1.0,3.0,6.0,16.0,252.0,19.904761904761905,3.2133401505543238,8.0,18.0,21.0,22.0,24.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
21316,Cimetière d'Issy-les-Moulineaux,252.0,2.8253968253968256,2.418650524534398,0.0,1.0,2.5,4.0,10.0,252.0,0.2222222222222222,0.4352750449579778,0.0,0.0,0.0,0.0,2.0,252.0,3.0476190476190474,2.381392484462414,0.0,1.0,3.0,4.0,10.0,252.0,20.78174603174603,2.3860451131226963,14.0,19.75,21.0,23.0,24.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
21319,Esplanade du Foncet - Camille Desmoulins,252.0,4.142857142857143,4.749861454409406,0.0,1.0,2.0,8.0,16.0,252.0,14.678571428571429,7.243891309073216,3.0,9.0,15.0,22.0,27.0,252.0,18.821428571428573,8.614118931324613,3.0,10.75,23.0,26.0,28.0,252.0,8.281746031746032,7.992276159776239,0.0,2.0,5.0,16.25,24.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
21320,Président Roosevelt - Rouget de Lisle,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21323,Charlot - Stade Gabriel Voisin,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21326,Moulin de Pierre - Abbé Grégoire,252.0,4.968253968253968,3.4788753688020355,0.0,2.0,5.0,8.25,12.0,252.0,0.876984126984127,1.0990515794306635,0.0,0.0,0.0,1.0,3.0,252.0,5.845238095238095,3.4031648533067003,0.0,3.0,6.0,9.0,12.0,252.0,13.123015873015873,3.4590297029373454,7.0,10.0,13.0,16.0,19.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
21327,Jean Bouin - Gouverneur Général Eboué,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21328,Verger - Colonel Guichard,252.0,1.3174603174603174,1.126647840713663,0.0,0.0,1.0,2.0,6.0,252.0,0.4246031746031746,0.6170468814072587,0.0,0.0,0.0,1.0,2.0,252.0,1.742063492063492,1.469794314395721,0.0,1.0,2.0,2.0,8.0,252.0,26.575396825396826,1.5010852121094878,21.0,26.0,27.0,28.0,29.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
21329,Gare - Aristide Briand,252.0,2.2063492063492065,1.7889321541274505,0.0,1.0,2.0,4.0,6.0,252.0,18.984126984126984,5.0707883463945045,10.0,16.0,18.0,24.0,27.0,252.0,21.19047619047619,5.582719903893376,10.0,18.0,21.5,27.0,29.0,252.0,7.722222222222222,5.596867206937632,0.0,2.0,7.0,11.0,19.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
21401,Mairie de Clamart,252.0,4.01984126984127,3.3984416358668867,0.0,1.0,3.0,6.0,14.0,252.0,0.6349206349206349,0.8709858370475629,0.0,0.0,0.0,1.0,3.0,252.0,4.654761904761905,3.9392621135006607,0.0,1.0,4.0,7.0,16.0,252.0,25.761904761904763,3.908166078159835,15.0,24.0,26.0,29.0,31.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
21402,Place Aimé Césaire,252.0,1.876984126984127,1.59579440799112,0.0,0.0,2.0,3.0,5.0,252.0,0.15079365079365079,0.35855976441971593,0.0,0.0,0.0,0.0,1.0,252.0,2.0277777777777777,1.5701467380808074,0.0,1.0,2.0,3.0,5.0,252.0,24.97222222222222,1.5701467380808072,22.0,24.0,25.0,26.0,27.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
21403,Gare de Clamart,252.0,2.6865079365079363,2.184912159186967,0.0,1.0,2.0,4.0,10.0,252.0,1.0436507936507937,1.5949619901674927,0.0,0.0,0.0,2.0,5.0,252.0,3.7301587301587302,3.288062916616508,0.0,1.0,3.0,6.0,14.0,252.0,9.686507936507937,3.382774579029233,0.0,8.0,10.0,12.0,14.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
21501,Pont de Suresnes,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,24.0,0.0,24.0,24.0,24.0,24.0,24.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
21502,Verdun - Place Henri IV,252.0,7.615079365079365,4.299385066014363,0.0,4.0,7.0,11.0,17.0,252.0,6.563492063492063,4.80619791046087,0.0,3.0,5.0,10.0,18.0,252.0,14.178571428571429,5.630368809512625,0.0,9.75,15.0,19.0,23.0,252.0,10.043650793650794,6.255681032816651,1.0,5.0,9.0,15.25,24.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
21505,Édouard Vaillant - Place Jean Jaurès,252.0,4.0,4.111978420889942,0.0,0.0,2.0,7.0,13.0,252.0,0.5753968253968254,0.8121768994534491,0.0,0.0,0.0,1.0,3.0,252.0,4.575396825396825,4.396470632810956,0.0,1.0,3.0,9.0,13.0,252.0,19.253968253968253,4.568969489741791,10.0,15.0,21.0,23.0,24.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
21506,Maurice Payret-Dortail,252.0,2.6984126984126986,1.9527071463789398,0.0,1.0,2.0,4.0,8.0,252.0,0.5476190476190477,0.645019445732293,0.0,0.0,0.0,1.0,2.0,252.0,3.246031746031746,2.0903363611088603,0.0,2.0,3.0,5.0,9.0,252.0,18.444444444444443,2.062974897370341,13.0,17.0,19.0,20.0,22.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
21507,Gardenat-Lapostol - Velettes,252.0,2.9087301587301586,3.7164975123851374,0.0,0.0,2.0,4.0,12.0,252.0,1.0833333333333333,0.8015174850771891,0.0,0.0,1.0,2.0,3.0,252.0,3.992063492063492,3.89911836341101,0.0,1.0,3.0,6.0,13.0,252.0,16.00793650793651,3.8991183634110094,7.0,14.0,17.0,19.0,20.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
21508,Georges Pompidou - Verdun,252.0,4.575396825396825,3.7932459690012807,0.0,1.0,3.5,7.0,15.0,252.0,6.563492063492063,3.5928127274821158,2.0,4.0,6.0,8.0,18.0,252.0,11.13888888888889,5.787794166201343,3.0,7.0,10.0,15.0,25.0,252.0,13.96031746031746,5.899423692092087,0.0,10.0,15.0,18.0,23.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
21509,Gardenat Lapostol - Franklin Roosevelt,252.0,1.9246031746031746,1.8267244326003866,0.0,0.0,1.0,3.0,9.0,252.0,1.4007936507936507,1.1918044193505206,0.0,0.0,1.0,2.0,4.0,252.0,3.3253968253968256,2.2699469607134066,0.0,1.75,3.0,5.0,12.0,252.0,19.91269841269841,2.381936810338109,12.0,18.0,20.0,22.0,24.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
21510,Fontaine du Tertre - Calvaire,252.0,1.6944444444444444,1.588645244865183,0.0,0.0,1.0,3.0,5.0,252.0,0.7341269841269841,0.6286218022507427,0.0,0.0,1.0,1.0,2.0,252.0,2.4285714285714284,1.8890692977259198,0.0,1.0,2.0,4.0,7.0,252.0,21.571428571428573,1.88906929772592,17.0,20.0,22.0,23.0,24.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
21511,Marcel Monge - Marcel Dassault,252.0,5.821428571428571,3.2091529245091452,0.0,4.0,6.0,9.0,14.0,252.0,14.265873015873016,3.3679923606771607,9.0,12.0,14.0,17.0,23.0,252.0,20.08730158730159,4.355735041220963,11.0,17.75,20.0,22.0,32.0,252.0,25.91269841269841,4.355735041220963,14.0,24.0,26.0,28.25,35.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
21514,Place de la Paix - Abbé Saint-Pierre,252.0,1.3611111111111112,1.3121238051477513,0.0,0.0,1.0,2.0,5.0,252.0,0.12698412698412698,0.3336177879434826,0.0,0.0,0.0,0.0,1.0,252.0,1.4880952380952381,1.4351371600597642,0.0,0.0,1.0,2.0,5.0,252.0,22.511904761904763,1.4351371600597642,19.0,22.0,23.0,24.0,24.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
21701,Larmeroux - Baudelaire,252.0,4.186507936507937,4.664109864126054,0.0,1.0,3.0,6.0,21.0,252.0,1.7103174603174602,1.9185124285909816,0.0,0.0,1.0,3.0,7.0,252.0,5.896825396825397,5.72034791948793,0.0,2.0,4.0,8.0,26.0,252.0,21.908730158730158,5.865321405841955,1.0,20.0,24.0,25.0,28.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
21702,Gare SNCF Vanves-Malakoff,252.0,3.361111111111111,3.197445998278614,0.0,1.0,2.0,5.25,11.0,252.0,0.9166666666666666,1.2737778299842413,0.0,0.0,0.0,1.0,5.0,252.0,4.277777777777778,4.00425846801969,0.0,1.0,3.0,7.0,14.0,252.0,44.67460317460318,3.6822593209121033,35.0,42.0,45.0,48.0,50.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
21703,Square du Carrefour de l'Insurrection,252.0,2.3492063492063493,2.6263071807101253,0.0,0.0,2.0,3.0,14.0,252.0,0.9761904761904762,1.2301931031931514,0.0,0.0,1.0,1.0,6.0,252.0,3.3253968253968256,3.254979305640705,0.0,1.0,3.0,4.0,18.0,252.0,18.71031746031746,3.1822798554024594,5.0,18.0,19.0,21.0,23.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
21704,Place du Maréchal de Lattre de Tassigny,252.0,1.6904761904761905,1.5173067233285233,0.0,0.0,1.0,3.0,6.0,252.0,9.063492063492063,8.734002821546909,0.0,2.0,4.0,16.0,26.0,252.0,10.753968253968255,8.76036575118903,0.0,3.0,7.0,19.0,27.0,252.0,15.373015873015873,8.88414508527193,0.0,6.0,19.0,23.0,27.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
21706,Jean Bleuzen - Square du 11 Novembre,252.0,1.9880952380952381,2.1057351828319435,0.0,1.0,1.0,3.0,12.0,252.0,2.2261904761904763,0.9902053045947498,1.0,2.0,2.0,3.0,5.0,252.0,4.214285714285714,2.4547121701659527,1.0,3.0,3.0,6.0,15.0,252.0,36.38492063492063,2.6356902967324585,25.0,35.0,37.0,38.0,40.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
21707,Square Etienne Jarousse,252.0,3.996031746031746,4.661872147464675,0.0,1.0,2.0,6.0,19.0,252.0,1.6428571428571428,1.9268051947187064,0.0,0.0,1.0,2.0,8.0,252.0,5.638888888888889,5.896902721659963,0.0,1.0,3.0,9.0,25.0,252.0,19.067460317460316,5.888693053209094,0.0,15.0,22.0,23.0,25.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
21708,Marcel Yol - Jullien,252.0,3.4484126984126986,4.846787807621562,0.0,0.0,1.0,4.25,23.0,252.0,1.6468253968253967,1.7025496000724951,0.0,0.0,1.0,2.0,6.0,252.0,5.095238095238095,5.882553814910313,0.0,1.0,3.0,6.0,28.0,252.0,24.63888888888889,5.899604581552973,1.0,24.0,27.0,28.0,30.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
21951,Place Centrale,252.0,1.8214285714285714,1.084046362841545,1.0,1.0,1.0,2.0,5.0,252.0,0.42857142857142855,0.5635483969229662,0.0,0.0,0.0,1.0,2.0,252.0,2.25,1.3198605504029433,1.0,1.0,2.0,3.0,6.0,252.0,19.75,1.3198605504029433,16.0,19.0,20.0,21.0,21.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
21952,Place Tony de Graaff,252.0,3.626984126984127,3.3189882944282623,0.0,1.0,3.0,6.0,13.0,252.0,16.099206349206348,5.658445664291248,3.0,12.0,17.0,20.0,27.0,252.0,19.726190476190474,7.333302073026283,5.0,13.0,21.0,26.0,31.0,252.0,21.88095238095238,7.558649453406103,10.0,16.0,20.0,29.0,37.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
21953,Gare de Bellevue,252.0,2.119047619047619,1.8514865045708149,0.0,1.0,2.0,3.0,6.0,252.0,0.7619047619047619,1.5662199599689448,0.0,0.0,0.0,1.0,7.0,252.0,2.880952380952381,2.679736987918146,0.0,1.0,2.0,5.0,10.0,252.0,15.984126984126984,2.5824542111594333,10.0,14.0,17.0,18.0,19.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
21954,Val-Fleury,252.0,5.432539682539683,4.030685672494308,0.0,2.0,5.0,8.0,15.0,252.0,0.6349206349206349,0.9242477255681627,0.0,0.0,0.0,1.0,3.0,252.0,6.067460317460317,4.401128601455144,0.0,2.0,6.0,9.0,15.0,252.0,16.69047619047619,4.4255042897453345,8.0,13.0,17.0,20.0,23.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
22001,Château - Bineau,252.0,2.130952380952381,2.3368506162149663,0.0,1.0,1.0,3.0,11.0,252.0,3.4563492063492065,2.8956072247938343,0.0,1.0,3.0,5.0,12.0,252.0,5.587301587301587,4.273087916128291,0.0,2.0,4.5,8.0,20.0,252.0,16.484126984126984,4.427790050670286,1.0,14.0,17.0,20.0,23.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
22002,Argenson - Château,252.0,3.111111111111111,3.5193765796682634,0.0,1.0,2.0,4.0,15.0,252.0,4.146825396825397,4.447823882765755,0.0,1.0,3.0,6.0,17.0,252.0,7.257936507936508,7.03894519867124,0.0,2.0,5.0,11.0,24.0,252.0,16.71031746031746,7.245235602976768,0.0,13.0,19.0,22.0,25.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
22003,Beffroy,252.0,5.996031746031746,5.254099530791766,1.0,2.0,3.0,11.0,16.0,252.0,4.634920634920635,4.6863422388184,0.0,1.0,3.0,9.0,17.0,252.0,10.630952380952381,8.866131126995022,1.0,3.0,6.0,19.0,25.0,252.0,15.257936507936508,8.832264766429912,1.0,7.0,20.0,23.0,25.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
22005,Charles de Gaulle - Madrid,252.0,5.035714285714286,3.6721621948076297,0.0,1.0,5.0,9.0,13.0,252.0,6.861111111111111,4.522691301550337,0.0,2.0,8.0,10.0,14.0,252.0,11.896825396825397,7.184899353948139,0.0,4.0,14.0,19.0,21.0,252.0,8.488095238095237,6.948577281566747,1.0,2.0,6.0,15.25,22.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
22006,Pierret - Madrid,252.0,6.603174603174603,4.44009146217731,0.0,2.0,7.0,10.0,18.0,252.0,8.222222222222221,4.988255351963915,0.0,4.0,9.0,12.0,19.0,252.0,14.825396825396826,8.406580011592386,0.0,8.0,15.5,23.0,28.0,252.0,12.496031746031745,8.48504567615745,0.0,5.0,12.0,19.0,28.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
22007,Commandant Charcot - Bretteville,252.0,3.4087301587301586,2.7979081497692153,0.0,1.0,3.0,5.0,13.0,252.0,7.190476190476191,4.244920631385412,0.0,4.0,6.5,11.25,15.0,252.0,10.59920634920635,5.645052073579628,1.0,7.0,9.0,14.0,27.0,252.0,23.765873015873016,5.571407694376548,8.0,20.0,24.0,29.0,34.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
22008,Charles de Gaulle - Graviers,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
22009,Charles de Gaulle - Orléans,252.0,2.9365079365079363,3.1792304858264795,0.0,0.0,2.0,5.0,12.0,252.0,3.0634920634920637,2.487405828751889,0.0,1.0,3.0,5.0,11.0,252.0,6.0,5.123961365943471,0.0,2.0,5.0,9.0,21.0,252.0,19.849206349206348,5.095216818484753,5.0,17.0,21.0,24.0,26.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
22012,Madeleine Michelis - Roule,252.0,3.4285714285714284,2.358095562974635,0.0,2.0,3.0,5.0,12.0,252.0,3.365079365079365,2.7631703444127047,0.0,1.0,3.0,6.0,12.0,252.0,6.7936507936507935,3.774136053889195,0.0,4.0,7.0,9.0,19.0,252.0,17.857142857142858,3.9724434976548535,6.0,15.0,18.0,21.0,25.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
22013,Mairie de Neuilly sur Seine,252.0,3.876984126984127,3.736962200210596,0.0,1.0,3.0,5.0,15.0,252.0,5.003968253968254,3.18049084872584,0.0,2.0,5.0,8.0,11.0,252.0,8.880952380952381,5.4569771747891345,0.0,4.75,8.0,13.0,23.0,252.0,21.646825396825395,5.6468330017339765,7.0,18.0,22.0,26.0,31.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
22014,Victor Hugo - Bineau,252.0,2.765873015873016,3.180610147143717,0.0,0.75,2.0,3.25,12.0,252.0,2.1626984126984126,2.59967004118318,0.0,0.0,1.0,2.0,10.0,252.0,4.928571428571429,4.538772446551034,0.0,1.75,3.0,8.25,16.0,252.0,18.6984126984127,4.7608460215547455,7.0,14.75,20.5,23.0,24.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
22015,Île de la Jatte,252.0,3.3373015873015874,2.669235506201577,0.0,1.0,3.0,5.0,12.0,252.0,4.281746031746032,3.5856042580578404,0.0,1.0,3.0,7.0,14.0,252.0,7.619047619047619,5.464637702978582,0.0,3.0,6.0,12.0,20.0,252.0,14.98015873015873,5.22821825387603,3.0,11.0,16.0,20.0,23.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
